Building source vocabulary...	
Created dictionary of size 50004 (pruned from 272353)	
	
Building target vocabulary...	
Created dictionary of size 50004 (pruned from 151757)	
	
Preparing training data...	
... 100000 sentences prepared	
... 200000 sentences prepared	
... shuffling sentences	
... sorting sentences by size	
Prepared 200000 sentences (0 ignored due to length == 0 or > 50)	
	
Preparing validation data...	
... shuffling sentences	
... sorting sentences by size	
Prepared 5718 sentences (285 ignored due to length == 0 or > 50)	
	
Saving source vocabulary to 'data/demo.src.dict'...	
Saving target vocabulary to 'data/demo.tgt.dict'...	
Saving data to 'data/demo-train.t7'...	
Loading data from 'data/demo-train.t7'...	
 * vocabulary size: source = 50004; target = 50004	
 * additional features: source = 0; target = 0	
 * maximum sequence length: source = 50; target = 51	
 * number of training sentences: 200000	
 * maximum batch size: 64	
Building model...	
 * using input feeding	
Initializing parameters...	
 * number of parameters: 84814004	
Preparing memory optimization...	
 * sharing 63% of output/gradInput tensors memory between clones	
	
Epoch 1 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 429 ; Perplexity 165886.47	
Epoch 4 ; Iteration 1650/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 31.01	
Epoch 4 ; Iteration 1700/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 31.00	
Epoch 4 ; Iteration 1750/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 31.00	
Epoch 4 ; Iteration 1800/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 30.99	
Epoch 4 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.99	
Epoch 4 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 30.97	
Epoch 4 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.98	
Epoch 4 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 30.98	
Epoch 4 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 31.00	
Epoch 4 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 30.98	
Epoch 4 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 30.93	
Epoch 4 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 30.93	
Epoch 4 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1128 ; Perplexity 30.92	
Epoch 4 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.86	
Epoch 4 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.86	
Epoch 4 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.84	
Epoch 4 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.80	
Epoch 4 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 30.78	
Epoch 4 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 30.77	
Epoch 4 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 30.77	
Epoch 4 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.77	
Epoch 4 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.75	
Epoch 4 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 30.72	
Epoch 4 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.70	
Epoch 4 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.71	
Epoch 4 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 30.69	
Epoch 4 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.67	
Epoch 4 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 30.65	
Epoch 4 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.63	
Epoch 4 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 30.60	
Validation perplexity: 37.947104864409	
Saving checkpoint to 'demo-model_epoch4_37.95.t7'...	
	
Epoch 5 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1148 ; Perplexity 25.31	
Epoch 5 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 25.21	
Epoch 5 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 25.01	
Epoch 5 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1143 ; Perplexity 24.98	
Epoch 5 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 24.88	
Epoch 5 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1127 ; Perplexity 24.91	
Epoch 5 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1130 ; Perplexity 25.05	
Epoch 5 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 25.15	
Epoch 5 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1134 ; Perplexity 24.97	
Epoch 5 ; Iteration 500/3149 ; Learning rate 1.0000 ; Source tokens/s 1137 ; Perplexity 24.94	
Epoch 5 ; Iteration 550/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 24.99	
Epoch 5 ; Iteration 600/3149 ; Learning rate 1.0000 ; Source tokens/s 1137 ; Perplexity 24.97	
Epoch 5 ; Iteration 650/3149 ; Learning rate 1.0000 ; Source tokens/s 1140 ; Perplexity 24.95	
Epoch 5 ; Iteration 700/3149 ; Learning rate 1.0000 ; Source tokens/s 1142 ; Perplexity 25.01	
Epoch 5 ; Iteration 750/3149 ; Learning rate 1.0000 ; Source tokens/s 1141 ; Perplexity 25.03	
Epoch 5 ; Iteration 800/3149 ; Learning rate 1.0000 ; Source tokens/s 1140 ; Perplexity 25.07	
Epoch 5 ; Iteration 850/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 25.13	
Epoch 5 ; Iteration 900/3149 ; Learning rate 1.0000 ; Source tokens/s 1129 ; Perplexity 25.14	
Epoch 5 ; Iteration 950/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.09	
Epoch 5 ; Iteration 1000/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 25.12	
Epoch 5 ; Iteration 1050/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 25.15	
Epoch 5 ; Iteration 1100/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 25.16	
Epoch 5 ; Iteration 1150/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 25.18	
Epoch 5 ; Iteration 1200/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 25.17	
Epoch 5 ; Iteration 1250/3149 ; Learning rate 1.0000 ; Source tokens/s 1115 ; Perplexity 25.12	
Epoch 5 ; Iteration 1300/3149 ; Learning rate 1.0000 ; Source tokens/s 1116 ; Perplexity 25.17	
Epoch 5 ; Iteration 1350/3149 ; Learning rate 1.0000 ; Source tokens/s 1115 ; Perplexity 25.20	
Epoch 5 ; Iteration 1400/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 25.19	
Epoch 5 ; Iteration 1450/3149 ; Learning rate 1.0000 ; Source tokens/s 1112 ; Perplexity 25.21	
Epoch 5 ; Iteration 1500/3149 ; Learning rate 1.0000 ; Source tokens/s 1110 ; Perplexity 25.22	
Epoch 5 ; Iteration 1550/3149 ; Learning rate 1.0000 ; Source tokens/s 1109 ; Perplexity 25.25	
Epoch 5 ; Iteration 1600/3149 ; Learning rate 1.0000 ; Source tokens/s 1111 ; Perplexity 25.27	
Epoch 5 ; Iteration 1650/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 25.31	
Epoch 5 ; Iteration 1700/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 25.32	
Epoch 5 ; Iteration 1750/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 25.34	
Epoch 5 ; Iteration 1800/3149 ; Learning rate 1.0000 ; Source tokens/s 1115 ; Perplexity 25.37	
Epoch 5 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1115 ; Perplexity 25.41	
Epoch 5 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 25.41	
Epoch 5 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1118 ; Perplexity 25.43	
Epoch 5 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 25.43	
Epoch 5 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1118 ; Perplexity 25.44	
Epoch 5 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1118 ; Perplexity 25.46	
Epoch 5 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1119 ; Perplexity 25.46	
Epoch 5 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 25.47	
Epoch 5 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1119 ; Perplexity 25.47	
Epoch 5 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1119 ; Perplexity 25.46	
Epoch 5 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 25.47	
Epoch 5 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 25.48	
Epoch 5 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.50	
Epoch 5 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.49	
Epoch 5 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.50	
Epoch 5 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.48	
Epoch 5 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.47	
Epoch 5 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.47	
Epoch 5 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 25.48	
Epoch 5 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.49	
Epoch 5 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.49	
Epoch 5 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.50	
Epoch 5 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.52	
Epoch 5 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.53	
Epoch 5 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 25.54	
Epoch 5 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 25.53	
Validation perplexity: 32.863438338862	
Saving checkpoint to 'demo-model_epoch5_32.86.t7'...	
	
Epoch 6 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1175 ; Perplexity 22.34	
Epoch 6 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1137 ; Perplexity 21.98	
Epoch 6 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.02	
Epoch 6 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1113 ; Perplexity 21.82	
Epoch 6 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1104 ; Perplexity 21.89	
Epoch 6 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1098 ; Perplexity 21.86	
Epoch 6 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1100 ; Perplexity 21.95	
Epoch 6 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1100 ; Perplexity 21.89	
Epoch 6 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1105 ; Perplexity 21.95	
Epoch 6 ; Iteration 500/3149 ; Learning rate 1.0000 ; Source tokens/s 1106 ; Perplexity 22.05	
Epoch 6 ; Iteration 550/3149 ; Learning rate 1.0000 ; Source tokens/s 1115 ; Perplexity 22.00	
Epoch 6 ; Iteration 600/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 21.92	
Epoch 6 ; Iteration 650/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 21.96	
Epoch 6 ; Iteration 700/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 21.92	
Epoch 6 ; Iteration 750/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 21.89	
Epoch 6 ; Iteration 800/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 21.94	
Epoch 6 ; Iteration 850/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 21.98	
Epoch 6 ; Iteration 900/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 21.93	
Epoch 6 ; Iteration 950/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 21.94	
Epoch 6 ; Iteration 1000/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 21.91	
Epoch 6 ; Iteration 1050/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 21.95	
Epoch 6 ; Iteration 1100/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 21.99	
Epoch 6 ; Iteration 1150/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.02	
Epoch 6 ; Iteration 1200/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 22.07	
Epoch 6 ; Iteration 1250/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 22.10	
Epoch 6 ; Iteration 1300/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 22.13	
Epoch 6 ; Iteration 1350/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 22.15	
Epoch 6 ; Iteration 1400/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 22.15	
Epoch 6 ; Iteration 1450/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 22.12	
Epoch 6 ; Iteration 1500/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.10	
Epoch 6 ; Iteration 1550/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.12	
Epoch 6 ; Iteration 1600/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 22.08	
Epoch 6 ; Iteration 1650/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.14	
Epoch 6 ; Iteration 1700/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.12	
Epoch 6 ; Iteration 1750/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.10	
Epoch 6 ; Iteration 1800/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.09	
Epoch 6 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.13	
Epoch 6 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.17	
Epoch 6 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.20	
Epoch 6 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.21	
Epoch 6 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.22	
Epoch 6 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 22.20	
Epoch 6 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.20	
Epoch 6 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 22.25	
Epoch 6 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 22.24	
Epoch 6 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 22.23	
Epoch 6 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.25	
Epoch 6 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.26	
Epoch 6 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.25	
Epoch 6 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.23	
Epoch 6 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.24	
Epoch 6 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.24	
Epoch 6 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 22.24	
Epoch 6 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.25	
Epoch 6 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.24	
Epoch 6 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.25	
Epoch 6 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 22.26	
Epoch 6 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 22.24	
Epoch 6 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.25	
Epoch 6 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.25	
Epoch 6 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 22.26	
Epoch 6 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 22.29	
Validation perplexity: 31.25655593604	
Saving checkpoint to 'demo-model_epoch6_31.26.t7'...	
	
Epoch 7 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 18.51	
Epoch 7 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1115 ; Perplexity 18.76	
Epoch 7 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 18.58	
Epoch 7 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 18.83	
Epoch 7 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1117 ; Perplexity 18.92	
Epoch 7 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 18.97	
Epoch 7 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 18.95	
Epoch 7 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 19.00	
Epoch 7 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1116 ; Perplexity 18.88	
Epoch 7 ; Iteration 500/3149 ; Learning rate 1.0000 ; Source tokens/s 1119 ; Perplexity 18.93	
Epoch 7 ; Iteration 550/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 18.95	
Epoch 7 ; Iteration 600/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.00	
Epoch 7 ; Iteration 650/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 19.05	
Epoch 7 ; Iteration 700/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.06	
Epoch 7 ; Iteration 750/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 19.12	
Epoch 7 ; Iteration 800/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.10	
Epoch 7 ; Iteration 850/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.18	
Epoch 7 ; Iteration 900/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 19.22	
Epoch 7 ; Iteration 950/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 19.19	
Epoch 7 ; Iteration 1000/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 19.23	
Epoch 7 ; Iteration 1050/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.27	
Epoch 7 ; Iteration 1100/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.32	
Epoch 7 ; Iteration 1150/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 19.33	
Epoch 7 ; Iteration 1200/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.36	
Epoch 7 ; Iteration 1250/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 19.43	
Epoch 7 ; Iteration 1300/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.44	
Epoch 7 ; Iteration 1350/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.47	
Epoch 7 ; Iteration 1400/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 19.50	
Epoch 7 ; Iteration 1450/3149 ; Learning rate 1.0000 ; Source tokens/s 1126 ; Perplexity 19.51	
Epoch 7 ; Iteration 1500/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.54	
Epoch 7 ; Iteration 1550/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.55	
Epoch 7 ; Iteration 1600/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.60	
Epoch 7 ; Iteration 1650/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.59	
Epoch 7 ; Iteration 1700/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.64	
Epoch 7 ; Iteration 1750/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 19.64	
Epoch 7 ; Iteration 1800/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 19.65	
Epoch 7 ; Iteration 1850/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 19.68	
Epoch 7 ; Iteration 1900/3149 ; Learning rate 1.0000 ; Source tokens/s 1120 ; Perplexity 19.69	
Epoch 7 ; Iteration 1950/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 19.70	
Epoch 7 ; Iteration 2000/3149 ; Learning rate 1.0000 ; Source tokens/s 1121 ; Perplexity 19.72	
Epoch 7 ; Iteration 2050/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.76	
Epoch 7 ; Iteration 2100/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.78	
Epoch 7 ; Iteration 2150/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.77	
Epoch 7 ; Iteration 2200/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 19.76	
Epoch 7 ; Iteration 2250/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.81	
Epoch 7 ; Iteration 2300/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.82	
Epoch 7 ; Iteration 2350/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.82	
Epoch 7 ; Iteration 2400/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 19.84	
Epoch 7 ; Iteration 2450/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.85	
Epoch 7 ; Iteration 2500/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 19.86	
Epoch 7 ; Iteration 2550/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.90	
Epoch 7 ; Iteration 2600/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.88	
Epoch 7 ; Iteration 2650/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.88	
Epoch 7 ; Iteration 2700/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.89	
Epoch 7 ; Iteration 2750/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 19.91	
Epoch 7 ; Iteration 2800/3149 ; Learning rate 1.0000 ; Source tokens/s 1124 ; Perplexity 19.94	
Epoch 7 ; Iteration 2850/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.94	
Epoch 7 ; Iteration 2900/3149 ; Learning rate 1.0000 ; Source tokens/s 1125 ; Perplexity 19.96	
Epoch 7 ; Iteration 2950/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.96	
Epoch 7 ; Iteration 3000/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.96	
Epoch 7 ; Iteration 3050/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.97	
Epoch 7 ; Iteration 3100/3149 ; Learning rate 1.0000 ; Source tokens/s 1123 ; Perplexity 19.98	
Validation perplexity: 29.881268001656	
Saving checkpoint to 'demo-model_epoch7_29.88.t7'...	
	
Epoch 8 ; Iteration 50/3149 ; Learning rate 1.0000 ; Source tokens/s 1171 ; Perplexity 16.82	
Epoch 8 ; Iteration 100/3149 ; Learning rate 1.0000 ; Source tokens/s 1135 ; Perplexity 16.83	
Epoch 8 ; Iteration 150/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 16.82	
Epoch 8 ; Iteration 200/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 16.92	
Epoch 8 ; Iteration 250/3149 ; Learning rate 1.0000 ; Source tokens/s 1122 ; Perplexity 16.97	
Epoch 8 ; Iteration 300/3149 ; Learning rate 1.0000 ; Source tokens/s 1112 ; Perplexity 17.06	
Epoch 8 ; Iteration 350/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 17.22	
Epoch 8 ; Iteration 400/3149 ; Learning rate 1.0000 ; Source tokens/s 1112 ; Perplexity 17.30	
Epoch 8 ; Iteration 450/3149 ; Learning rate 1.0000 ; Source tokens/s 1114 ; Perplexity 17.33	
